location,TU.ID,TU.type,alt_TSS..TU.type...an.or.n.,genes,Sense.tags,genename,Annotation..cyanobase.,Entrez_GeneID,X15C,X42C,X.CO2,Darkness,X.Fe,Hl,X.N,X.P,Exp..p.,Stat..p.,Median
Chr,TU2603,ga,,2,"sll0007, sll0008","sll0007, sll0008","hypothetical protein, unknown protein","952651, 952528",240,33,345,0,348,175,2221,213,312,135,226.5
Chr,TU2567,ga,,3,"sll0022, sll0023, sll0024","sll0022, sll0023, sll0024","unknown protein, hypothetical protein, unknown protein","952672, 952675, 952678",623,267,1055,0,986,688,1732,1572,3868,135,837
Chr,TU3324,ga,,1,sll0034,sll0034,putative carboxypeptidase,952145,9395,2935,3892,1383,5556,5084,4555,6890,6224,3197,4819.5
Chr,TU3321,i,,0,sll0036,sll0036,hypothetical protein ,952172,767,500,767,0,718,645,1769,1087,1133,270,742.5
Chr,TU3322,g,,1,sll0036,sll0036,methylglyoxal synthase,952172,3164,334,1802,0,1248,1122,6324,757,346,405,939.5
Chr,TU2736,ga,,1,sll0051,sll0051,hypothetical protein,952567,527,133,1764,112,889,302,2484,3532,2022,1441,1165
Chr,TU2704,ga,,1,sll0068,sll0068,unknown protein,952594,4746,2902,3720,2168,3927,5657,3614,5085,5466,2612,3823.5
Chr,TU2703,gai,,1,sll0069,sll0069,hypothetical protein,952595,6183,200,1879,112,3054,3099,2598,3163,4089,856,2826
Chr,TU3040,ga,,1,sll0082,sll0082,hypothetical protein,952205,1438,133,729,0,1366,1170,1016,1087,780,45,898
Chr,TU3033,i,,0,sll0085,sll0085,unknown protein ,952346,767,600,844,467,638,682,602,854,353,360,620
Chr,TU3034,gi,,1,sll0085,sll0085,unknown protein,952346,2876,33,460,19,391,881,414,330,292,180,360.5
Chr,TU3153,g,,1,sll0096,sll0096,hypothetical protein,954723,479,400,748,56,2106,1634,678,737,1377,90,707.5
Chr,TU3148,g,,1,sll0102,sll0102,hypothetical protein,952294,192,200,307,1177,268,320,151,272,336,1126,289.5
Chr,TU3147,ga,,1,sll0103,sll0103,hypothetical protein,952021,144,767,460,56,541,217,226,427,365,450,396
Chr,TU2282,g,,1,sll0141,sll0141,hypothetical protein,952857,2732,233,748,0,1388,802,979,330,222,90,539
Chr,TU2272,ga,,1,sll0148,sll0148,hypothetical protein,952867,431,434,403,19,1093,850,715,660,573,225,503.5
Chr,TU2271,ga,,1,sll0149,sll0149,hypothetical protein,954829,6088,3536,5944,75,10298,8395,11255,8578,10127,1531,7241.5
Chr,TU2431,ga,,1,sll0154,sll0154,hypothetical protein,952749,2540,867,1553,187,2915,4258,1317,1630,2445,1216,1591.5
Chr,TU2427,g,,1,sll0156,sll0156,unknown protein,952763,5273,1601,1879,1888,3204,2967,1468,2814,2380,2252,2316
Chr,TU2425,ga,,1,sll0157,sll0157,hypothetical protein,952764,2253,233,422,93,1570,1604,903,78,457,450,453.5
Chr,TU2396,g,,2,"sll0176, sll0177","sll0176, sll0177","hypothetical protein, hypothetical protein","952627, 952776",1965,100,652,0,686,868,828,660,691,90,673
Chr,TU2914,g,,1,sll0178,sll0178,hypothetical protein,952412,575,767,690,37,1463,868,1318,505,1481,135,728.5
Chr,TU2893,ga,,1,sll0183,sll0183,hypothetical protein,952442,5033,2568,7363,19,7029,4367,10126,4095,12352,2612,4700
Chr,TU2874,ga,,2,"sll0188, sll0189","sll0188, sll0189","unknown protein, hypothetical protein","952419, 952474",16442,5303,11332,299,16320,13136,18709,9180,15181,2432,12234
Chr,TU2658,ga,,2,"sll0191, sll0192","sll0191, sll0192","unknown protein, hypothetical protein","952622, 953118",288,33,192,19,820,422,376,291,428,0,289.5
Chr,TU2650,g,,1,sll0198,sll0198,hypothetical protein,952630,192,734,614,37,793,446,452,330,382,0,414
Chr,TU2644,ga,,2,"sll0200, sll0201","sll0200, sll0201","putative transposase [ISY100_s], putative transposase [ISY100_s]","953305, 952467",192,200,326,112,86,187,301,582,292,405,246
Chr,TU2623,ga,,1,sll0209,sll0209,hypothetical protein,952637,18982,567,3298,19,19604,17334,8244,4328,13004,360,6286
Chr,TU164,ga,,1,sll0216,sll0216,hypothetical protein,953351,1103,67,422,75,386,446,527,330,70,45,358
Chr,TU128,ga,,1,sll0230,sll0230,hypothetical protein,953320,1438,300,1189,0,1431,1013,1280,737,1986,270,1101
Chr,TU1569,ga,,6,"sll0236, ssl0438, sll0237, sll0238, sll0240, sll0241","sll0236, ssl0438, sll0237, sll0238, sll0240, sll0241","unknown protein, similar to 50S ribosomal protein L12, unknown protein, unknown protein, ABC transporter ATP-binding protein, unknown protein","954631, 954630, 954629, 954628, 954627, 954626",4458,700,2589,112,2009,1677,3012,2484,790,450,1843
Chr,TU1567,gai,,2,"sll0242, sll0243","sll0242, sll0243","unknown protein, unknown protein","954625, 954624",1630,1201,1668,804,2931,5796,3237,5958,8665,1441,2299.5
Chr,TU1543,ga,,1,sll0252,sll0252,unknown protein,954600,2780,233,748,0,1629,941,1845,485,969,135,844.5
Chr,TU1540,i,,0,sll0253,sll0253,hypothetical protein ,954597,3691,2468,2473,280,1650,2092,5044,8734,3950,1351,2470.5
Chr,TU2204,ga,,1,sll0260,sll0260,hemolysin,954849,26221,167,2684,0,2240,1719,7152,2562,1034,856,1979.5
Chr,TU2202,ga,,1,sll0261,sll0261,potassium channel,953168,1343,567,1036,747,1484,1303,23452,2464,2580,180,1323
Chr,TU2195,g,,1,sll0263,sll0263,unknown protein,953133,2684,1401,5752,1047,3359,4439,5571,4425,4779,2342,3892
Chr,TU2193,i,,0,sll0266,sll0266,unknown protein ,953162,192,0,192,0,5,0,113,19,0,540,12
Chr,TU2186,gai,,1,sll0274,sll0274,hypothetical protein,952902,144,200,38,280,450,567,188,252,288,45,226
Chr,TU3192,i,,0,sll0284,sll0284,hypothetical protein ,952230,1438,333,595,37,423,344,1016,1009,176,90,383.5
Chr,TU3193,ga,,1,sll0284,sll0284,hypothetical protein,952230,1869,167,1093,19,546,416,376,796,462,856,504
Chr,TU2388,ga,,2,"sll0293, sll0294","sll0293, sll0294","unknown protein, hypothetical protein","953315, 955022",1103,100,1170,0,2315,1200,2447,1126,203,270,1114.5
Chr,TU2390,n,alt,0,"sll0293, sll0294","sll0293, sll0294","unknown protein, hypothetical protein","953315, 955022",1007,967,1093,0,1822,1478,2033,640,667,180,987
Chr,TU2382,ga,,1,sll0295,sll0295,hypothetical protein,954925,671,33,192,0,64,84,38,19,41,0,39.5
Chr,TU2371,ga,,2,"sll0297, sll0298","sll0297, sll0298","hypothetical protein, hypothetical protein","952791, 952703",9108,5070,7325,37,8444,10132,13100,7239,2892,2162,7282
Chr,TU2565,ga,,1,sll0309,sll0309,unknown protein,952662,2445,233,671,37,488,609,452,699,445,270,470
Chr,TU2548,ga,,1,sll0314,sll0314,"periplasmic protein, function unknown",954779,336,534,441,19,5004,1333,1016,893,1624,90,713.5
Chr,TU2539,ga,,1,sll0318,sll0318,hypothetical protein,954894,4985,634,2032,56,2090,1936,2974,1960,1549,630,1948
Chr,TU2532,ga,,2,"sll0321, sll0322","sll0321, hypF","unknown protein, putative hydrogenase expression/formation protein HypF","952696, 953323",5704,3135,3279,93,8181,5844,8131,7278,3296,2207,4500
Chr,TU2524,ga,,1,sll0325,sll0325,hypothetical protein,952697,5417,1501,4027,131,3734,4047,3539,3552,5717,946,3643
Chr,TU2527,an,alt,0,sll0325,sll0325,hypothetical protein,952697,527,67,230,0,364,163,715,408,599,0,297
Chr,TU2441,ga,,1,sll0350,sll0350,hypothetical protein,954824,3355,1001,2991,56,8637,1164,3200,3649,594,450,2077.5
Chr,TU2238,ga,,1,sll0354,sll0354,hypothetical protein,953132,336,167,499,0,1672,1339,3275,621,1189,0,560
Chr,TU2237,g,,1,sll0355,sll0355,hypothetical protein,952874,11457,600,3739,37,4918,9047,4329,2290,2196,1441,3014.5
Chr,TU2223,ga,,1,sll0360,sll0360,hypothetical protein,953144,96,767,345,2859,5,12,113,213,0,495,163
Chr,TU2221,i,,0,sll0361,sll0361,hypothetical protein ,952884,671,0,153,19,311,181,565,213,174,0,177.5
Chr,TU2863,ga,,3,"sll0372, sll0373, sll0374","sll0372, proA, urtE","hypothetical protein, gamma-glutamyl phosphate reductase, urea transport system ATP-binding protein","951862, 952780, 952484",10881,1935,4583,243,4549,6230,6550,4697,2503,1036,4566
Chr,TU2855,ga,,1,sll0376,sll0376,unknown protein,952479,2061,1001,805,262,4238,1966,2786,1009,1331,180,1170
Chr,TU2832,ga,,2,"sll0394, sll0395","sll0394, sll0395","unknown protein, phosphoglycerate mutase","954909, 952504",8485,2335,5196,56,4554,4921,6889,4483,5077,3107,4737.5
Chr,TU2181,ga,,1,sll0418,sll0418,2-methyl-6-phytylbenzoquinone methyltransferase,952906,3020,767,1553,56,1264,1460,2823,718,1791,1081,1362
Chr,TU2179,gai,,2,"sll0419, sll0420","sll0419, ureB","unknown protein, urease beta subunit","952907, 952908",1534,0,268,0,284,271,903,272,353,0,271.5
Chr,TU2174,g,,2,"sll0423, sll0424","sll0423, sll0424","hypothetical protein, hypothetical protein","952912, 952913",5177,2802,6749,692,3075,2014,6249,5395,452,4593,3834
Chr,TU2173,i,,0,sll0424,sll0424,hypothetical protein ,952913,96,100,115,0,450,633,38,408,841,0,107.5
Chr,TU2772,gai,,1,sll0456,sll0456,hypothetical protein,952541,1294,33,211,0,268,296,38,78,53,0,65.5
Chr,TU3094,ga,,1,sll0473,sll0473,unknown protein,952301,3308,2568,3720,168,2706,3468,3124,2426,4376,1441,2915
Chr,TU3075,ga,,2,"sll0481, sll0482","sll0481, sll0482","unknown protein, unknown protein","952314, 952317",2013,33,1707,93,4067,9843,2861,3163,19229,856,2437
Chr,TU3067,g,,1,sll0487,sll0487,hypothetical protein,952320,6663,334,2358,19,3006,3884,1205,2562,1085,495,1781.5
Chr,TU3065,ga,,1,sll0488,sll0488,hypothetical protein,952321,815,1034,940,75,1286,965,2334,1533,1114,405,999.5
Chr,TU3063,g,,1,sll0489,sll0489,ATP-binding protein of ABC transporter,954487,575,0,96,0,300,440,151,252,256,45,201.5
Chr,TU3391,g,,1,sll0497,sll0497,hypothetical protein,952309,192,133,173,0,359,603,113,291,788,135,182.5
Chr,TU3389,gai,,1,sll0498,sll0498,hypothetical protein,952107,2780,6471,6021,5812,4399,2545,7002,6618,1269,2972,5105.5
Chr,TU3354,ga,,1,sll0513,sll0513,hypothetical protein,952295,336,600,268,0,1356,1761,2484,1242,3499,135,921
Chr,TU3356,an,alt,0,sll0513,sll0513,hypothetical protein,952295,2684,0,652,0,1886,2213,2447,776,2269,315,1331
Chr,TU3342,ga,,1,sll0518,sll0518,unknown protein,952133,575,67,345,75,0,0,226,97,0,11618,86
Chr,TU3429,ga,,2,"sll0524, ssl1004","sll0524, ssl1004","hypothetical protein, hypothetical protein","952460, 952075",5273,5003,6941,75,7281,6719,9072,8306,2842,1801,5996
Chr,TU3422,g,,1,sll0528,sll0528,peptidase M50,952748,87866,47396,35990,5046,9328,9107,6287,2115,4987,13375,9217.5
Chr,TU3421,ga,,1,sll0529,sll0529,hypothetical protein,952077,5704,367,2473,56,4742,8733,414,1261,3095,360,1867
Chr,TU3412,g,,2,"sll0536, sll0537","sll0536, amt3","probable potassium channel protein, ammonium/methylammonium permease","952619, 952087",911,67,96,19,252,211,3689,194,2385,270,231.5
Chr,TU2980,g,,1,sll0539,sll0539,unknown protein,952341,575,1768,863,336,948,844,1882,1087,246,1846,905.5
Chr,TU2979,g,,1,sll0540,sll0540,phosphate-binding protein PstS homolog,951967,575,67,307,0,579,875,866,873,1051,45,577
Chr,TU2958,ga,,2,"sll0546, sll0547","sll0546, sll0547","probable translation initiation factor, unknown protein","952400, 954754",7574,8672,11370,4878,5990,6586,5835,12518,2286,3467,6288
Chr,TU2955,g,,1,sll0549,sll0549,hypothetical protein,952401,431,33,96,0,161,199,602,97,138,0,117.5
Chr,TU2956,n,alt,0,sll0549,sll0549,hypothetical protein,952401,5944,2335,4583,93,3809,2352,4329,4017,812,1666,3080.5
Chr,TU2951,i,,0,sll0552,sll0552,unknown protein ,952404,815,400,345,75,413,404,715,408,580,135,406
Chr,TU2950,g,,1,sll0553,sll0553,hypothetical protein,952405,623,667,575,112,1366,603,1318,1417,256,315,613
Chr,TU3702,gai,,1,sll0565,sll0565,hypothetical protein,951879,2684,1134,2205,93,4051,3721,4103,3047,1148,225,2444.5
Chr,TU3129,ga,,1,sll0585,sll0585,hypothetical protein,954935,1438,434,1112,224,697,464,565,815,157,495,530
Chr,TU3121,ga,,1,sll0588,sll0588,unknown protein,952281,6423,2968,7190,37,5958,4590,8244,9646,9467,1531,6190.5
Chr,TU3115,ga,,1,sll0590,sll0590,unknown protein,954921,623,233,518,75,627,350,1016,543,147,90,434
Chr,TU3106,gi,,1,sll0596,sll0596,hypothetical protein,952290,1102,133,978,38,1323,1073,2333,524,606,0,792
Chr,TU2826,ga,,1,sll0601,sll0601,nitrilase homolog,953066,2780,367,1074,19,1656,3016,678,2057,1206,225,1140
Chr,TU2819,ga,,2,"sll0602, sll0603","sll0602, menD","hypothetical protein, menaquinone biosynthesis protein MenD","952513, 952514",6615,1401,4276,580,6944,7280,3915,5745,8097,946,5010.5
Chr,TU2807,ga,,1,sll0611,sll0611,hypothetical protein,951894,192,1834,1093,15475,11,30,301,699,2,9862,500
Chr,TU2808,n,alt,0,sll0611,sll0611,hypothetical protein,951894,3835,3135,2665,22222,1077,1568,2146,7860,660,7385,2900
Chr,TU2800,ga,,1,sll0615,sll0615,transmembrane protein FT27,952524,10546,67,2320,19,729,5066,1129,1514,3112,495,1321.5
Chr,TU3527,ga,,1,sll0623,sll0623,unknown protein,952032,1869,1001,1802,374,2331,1725,1995,1999,9100,1576,1835.5
Chr,TU3501,gai,,1,sll0630,sll0630,unknown protein,952036,1438,100,422,0,568,392,565,912,1703,180,493.5
Chr,TU427,g,,1,sll0638,sll0638,"periplasmic protein, function unknown",953600,192,200,230,19,611,549,75,349,1443,0,215
Chr,TU424,ga,,1,sll0639,sll0639,hypothetical protein,953599,14093,37390,22741,46013,19803,15512,20215,16031,3491,45753,20009
Chr,TU405,gai,,1,sll0647,sll0647,unknown protein,953587,1199,1634,1802,1084,1238,3034,1130,1688,938,810,1218.5
Chr,TU3263,ga,,2,"sll0676, ssl1277","sll0676, ssl1277","hypothetical protein, putative transposase","952186, 952187",1965,1968,3145,56,1163,1152,2372,2484,476,315,1564
Chr,TU2784,g,,2,"sll0685, sll0686","sll0685, sll0686","hypothetical protein, probable cytochrome c-type biogenesis protein","952534, 953194",2780,400,3145,598,396,476,1581,1669,889,1171,1030
Chr,TU2782,gi,,1,sll0688,sll0688,unknown protein,952684,48,934,134,56,150,145,75,0,188,0,104.5
Chr,TU2777,g,,1,sll0691,sll0691,hypothetical protein,953143,1150,1368,1342,0,3965,5772,3087,3144,1585,360,1476.5
Chr,TU3621,i,,0,sll0721,sll0721,unknown protein ,952450,959,200,499,19,396,253,753,349,234,270,309.5
Chr,TU3624,i,,0,sll0721,sll0721,unknown protein ,952450,383,67,115,0,605,199,1054,388,176,45,187.5
Chr,TU3625,g,,1,sll0721,sll0721,leukotoxin,952450,431,33,38,0,204,121,1167,2911,225,225,214.5
Chr,TU3620,ga,,1,sll0722,sll0722,unknown protein,952023,192,0,77,0,300,121,75,893,130,0,99
Chr,TU3613,i,,0,sll0723,sll0723,unknown protein ,952106,671,33,192,37,241,332,264,252,251,0,246
Chr,TU3617,i,,0,sll0723,sll0723,unknown protein ,952106,240,67,19,56,139,42,565,388,63,90,78.5
Chr,TU3609,i,,0,sll0727,sll0727,hypothetical protein ,951970,96,233,326,0,263,259,791,582,85,45,246
Chr,TU3595,ga,,1,sll0733,sll0733,unknown protein,951856,959,67,614,75,643,326,1167,582,215,135,454
Chr,TU3590,ga,,2,"sll0735, sll0736","sll0735, sll0736","hypothetical protein, hypothetical protein","951984, 951985",14381,967,5120,56,5202,4777,2823,7278,2136,675,3800
Chr,TU2521,ga,,1,sll0749,sll0749,hypothetical protein,952623,1678,6838,3681,1458,5304,4493,4969,4755,2264,3828,4160.5
Chr,TU2503,g,,2,"sll0765, sll0766","sll0765, radC","hypothetical protein, DNA repair protein RadC","952714, 952728",1822,1101,901,486,1500,1598,941,718,3095,495,1021
Chr,TU3252,i,,0,sll0778,sll0778,"ABC transporter, ATP-binding protein",955017,288,33,58,0,96,66,715,78,24,225,72
Chr,TU3247,gi,,1,sll0781,sll0781,hypothetical protein,954479,1055,133,729,19,418,241,979,427,396,225,407
Chr,TU3246,g,,1,sll0782,sll0782,protein kinase,954495,144,100,38,131,96,603,1882,58,1394,45,115.5
Chr,TU3241,g,,2,"sll0783, sll0784","sll0783, merR","unknown protein, nitrilase","954482, 952204",479,0,19,56,375,121,1845,58,1500,90,105.5
Chr,TU3224,gi,,1,sll0793,sll0793,hypothetical protein,952483,1342,0,268,0,300,217,113,136,302,135,176.5
Chr,TU1747,g,,1,sll0812,sll0812,hypothetical protein,954801,240,100,537,37,375,259,1280,175,109,45,207.5
Chr,TU1405,ga,,3,"sll0837, sll0838, sll0839","sll0837, pyrF, sll0839","periplasmic protein, function unknown, orotidine 5' monophosphate decarboxylase, hypothetical protein","954453, 954452, 954451",1869,734,1093,19,4351,3064,3651,1727,2670,315,1798
Chr,TU1398,gai,,1,sll0843,sll0843,unknown protein,954445,431,1034,767,11513,622,682,1807,660,355,1261,724.5
Chr,TU1394,ga,,1,sll0846,sll0846,hypothetical protein,954439,58098,606241,39039,382421,16213,15615,17693,11586,6575,91011,28366
Chr,TU1389,i,,0,sll0847,sll0847,unknown protein ,954437,3116,266,1495,0,4383,3317,4442,2853,1759,315,2306
Chr,TU1390,ga,,1,sll0847,sll0847,unknown protein,954437,1150,267,1016,467,413,929,452,1630,780,1216,854.5
Chr,TU1165,g,,1,sll0875,sll0875,hypothetical protein,954218,240,67,192,0,268,314,791,233,152,45,212.5
Chr,TU1161,ga,,1,sll0877,sll0877,hypothetical protein,954215,527,1234,767,336,889,1043,715,796,1206,675,781.5
Chr,TU2917,g,,1,sll0886,sll0886,hypothetical protein,952443,2732,2168,4180,0,3756,3100,5759,4658,1418,45,2916
Chr,TU2915,g,,1,sll0888,sll0888,hypothetical protein,952420,1917,1167,3010,19,2063,971,4630,1475,1254,225,1364.5
Chr,TU2090,ga,,3,"sll0909, sll0910, sll0911","sll0909, sll0910, sll0911","unknown protein, unknown protein, unknown protein","952970, 952971, 952972",959,567,997,19,4677,4367,2484,1747,4349,315,1372
Chr,TU2085,ga,,1,sll0913,sll0913,hypothetical protein,952977,1486,1301,1170,654,750,778,2522,1106,404,450,942
Chr,TU343,ga,,1,sll0924,sll0924,hypothetical protein,953511,911,33,556,0,230,302,941,272,295,135,283.5
Chr,TU338,g,,1,sll0925,sll0925,hypothetical protein,953508,2205,2168,2071,729,1532,1092,3689,2038,1266,1081,1785
Chr,TU316,ga,,1,sll0943,sll0943,unknown protein,953487,959,67,326,0,171,163,1054,175,63,135,167
Chr,TU2361,ga,,1,sll0944,sll0944,hypothetical protein,952805,815,300,499,150,91,289,2635,427,696,270,363.5
Chr,TU665,ga,,2,"sll0980, sll0981","sll0980, sll0981","unknown protein, unknown protein","953801, 953800",7526,7538,5848,9868,6751,6556,5872,9587,2974,7656,7138.5
Chr,TU664,g,,2,"sll0982, sll0983","sll0982, sll0983","unknown protein, hypothetical protein","953799, 953798",527,334,364,56,1966,1092,2296,543,377,45,452
Chr,TU662,ga,,1,sll0984,sll0984,hypothetical protein,953796,240,534,460,37,321,283,1205,446,208,270,302
Chr,TU633,ga,,3,"sll0993, sll0994, sll0995","sll0993, sll0994, sll0995","potassium channel, hypothetical protein, hypothetical protein","953779, 953778, 953777",479,33,134,0,391,482,264,136,2868,225,244.5
Chr,TU498,ga,,1,sll1006,sll1006,unknown protein,953662,1774,0,422,0,723,621,264,427,580,45,424.5
Chr,TU487,ga,,1,sll1011,sll1011,hypothetical protein,953653,479,1401,824,1290,1356,1267,1242,1184,851,315,1213
Chr,TU377,gai,,1,sll1021,sll1021,hypothetical protein,953565,192,3135,1745,2299,1050,826,2221,3552,3151,1261,1983
Chr,TU83,g,,1,sll1049,sll1049,hypothetical protein,953130,4602,100,709,19,605,808,16300,970,1631,991,889
Chr,TU67,gai,,2,"sll1061, sll1062","sll1061, sll1062","unknown protein, unknown protein","952879, 952878",288,100,96,0,252,163,1280,175,80,90,131.5
Chr,TU63,g,,1,sll1063,sll1063,hypothetical protein,952866,2588,0,786,19,771,639,1243,893,587,540,705
Chr,TU817,ga,,2,"sll1071, sll1072","sll1071, sll1072","hypothetical protein, hypothetical protein","953932, 953931",1726,167,479,75,809,1628,376,233,445,225,410.5
Chr,TU818,n,alt,0,"sll1071, sll1072","sll1071, sll1072","hypothetical protein, hypothetical protein","953932, 953931",36958,48530,74875,20951,241,362,5157,15138,0,124515,18044.5
Chr,TU790,g,,1,sll1084,sll1084,hypothetical protein,953910,2972,267,575,19,525,380,489,757,350,180,434.5
Chr,TU2013,g,,1,sll1086,sll1086,unknown protein,954972,4410,15643,11773,59133,4404,1960,16639,11839,1175,16932,11806
Chr,TU1991,g,,1,sll1095,sll1095,hypothetical protein,954982,2493,33,729,0,980,1538,678,388,391,90,534.5
Chr,TU885,ga,,1,sll1118,sll1118,hypothetical protein,954000,1390,233,537,19,1275,965,1506,1087,865,0,915
Chr,TU879,g,,1,sll1119,sll1119,hypothetical protein,953995,1917,767,575,3943,525,1833,10465,1223,1186,856,1204.5
Chr,TU880,an,alt,0,sll1119,sll1119,hypothetical protein,953995,623,67,134,0,311,567,151,349,203,90,177
Chr,TU875,i,,0,sll1121,sll1121,hypothetical protein ,953993,3643,233,2512,56,1881,814,3990,2251,1614,1396,1747.5
Chr,TU876,gi,,1,sll1121,sll1121,hypothetical protein,953993,336,0,326,0,220,139,1694,213,143,45,178
Chr,TU1074,ga,,2,"sll1131, sll1132","sll1131, sll1132","unknown protein, unknown protein","954149, 954148",10258,200,2148,0,3274,3209,2899,1669,1928,1621,2038
Chr,TU1073,i,,0,sll1132,sll1132,unknown protein ,954148,623,33,211,0,91,96,301,175,36,0,93.5
Chr,TU1062,ga,,1,sll1135,sll1135,unknown protein,954139,1150,1334,2934,1794,986,778,5571,4173,780,360,1242
Chr,TU1047,ga,,1,sll1142,sll1142,hypothetical protein,954129,4506,5904,5791,56,6644,6725,7679,6424,6166,1306,6035
Chr,TU1441,ga,,1,sll1147,sll1147,glutathione S-transferase,954505,2541,1568,1323,56,2497,2406,828,2542,2979,901,1987
Chr,TU1420,gai,,6,"sll1159, sll1160, sll1161, sll1162, sll1163, sll1164","sll1159, sll1160, sll1161, sll1162, sll1163, sll1164","probable bacterioferritin comigratory protein, hypothetical protein, probable adenylate cyclase, hypothetical protein, unknown protein, hypothetical protein","954471, 954470, 954469, 954467, 954466, 954465",48,133,671,0,64,145,264,78,227,0,105.5
Chr,TU1949,gi,,1,sll1174,sll1174,unknown protein,954613,3883,200,1227,0,1066,965,979,1048,582,90,972
Chr,TU1934,ga,,1,sll1178,sll1178,nodulation protein,953079,383,133,460,0,1779,1236,1355,446,1300,0,453
Chr,TU311,g,,1,sll1186,sll1186,hypothetical protein,953481,911,600,671,243,755,519,1318,757,1566,495,713
Chr,TU284,g,,1,sll1200,sll1200,hypothetical protein,953458,1055,33,479,0,1356,748,828,621,2119,135,684.5
Chr,TU279,g,,1,sll1201,sll1201,hypothetical protein,953456,719,400,556,0,1254,766,2372,854,1107,135,742.5
Chr,TU280,n,alt,0,sll1201,sll1201,hypothetical protein,953456,5656,500,2263,0,2540,2075,1619,1436,2677,585,1847
Chr,TU281,n,alt,0,sll1201,sll1201,hypothetical protein,953456,1390,0,153,0,246,109,0,39,43,0,41
Chr,TU1720,ga,,2,"sll1217, sll1218","sll1217, ycf39","unknown protein, hypothetical protein YCF39","954780, 954778",575,200,422,37,718,929,301,524,283,135,361.5
Chr,TU1694,ga,,1,sll1236,sll1236,unknown protein,954752,911,534,1016,0,1409,1146,301,427,619,225,576.5
Chr,TU1811,ga,,1,sll1242,sll1242,hypothetical protein,954875,3451,100,824,0,1645,470,1242,427,490,135,480
Chr,TU1797,ga,,1,sll1251,sll1251,hypothetical protein,954862,1726,467,652,37,927,706,5722,1281,333,180,679
Chr,TU1156,i,,0,sll1265,sll1265,unknown protein ,954214,767,100,383,0,1002,742,1656,505,362,90,444
Chr,TU1157,i,,0,sll1265,sll1265,unknown protein ,954214,863,266,422,19,777,996,339,563,1254,45,492.5
Chr,TU1159,g,,1,sll1265,sll1265,unknown protein,954214,6232,2135,2761,2486,3434,5078,5872,7530,7964,991,4256
Chr,TU1160,n,alt,0,sll1265,sll1265,unknown protein,954214,671,100,173,37,295,277,602,466,466,135,286
Chr,TU1155,g,,1,sll1267,sll1267,unknown protein,954213,2205,967,3125,0,5042,2232,6814,3163,3574,270,2678.5
Chr,TU1153,ga,,1,sll1268,sll1268,unknown protein,954212,863,5337,2608,112,48,42,1280,912,5,5179,887.5
Chr,TU1140,ga,,1,sll1273,sll1273,unknown protein,954204,767,734,479,897,2084,1846,1769,1902,1542,450,1219.5
Chr,TU1135,ga,,1,sll1274,sll1274,hypothetical protein,954199,575,67,268,56,584,374,678,252,121,180,260
Chr,TU696,ga,,1,sll1286,sll1286,transcriptional regulator,953833,1486,1434,4736,710,5074,3480,4329,11373,8375,1576,3904.5
Chr,TU1220,ga,,1,sll1308,sll1308,short chain dehydrogenase,954265,48,67,614,0,611,573,264,815,1969,45,418.5
Chr,TU3470,g,,1,sll1329,sll1329,inositol monophosphate family protein,952052,4362,1034,1572,112,2534,2256,1468,2989,2080,991,1826
Chr,TU3469,ga,,1,sll1330,sll1330,two-component system response regulator OmpR subfamily,952054,1822,534,441,56,702,1526,13251,1223,11516,856,1039.5
Chr,TU3466,g,,1,sll1333,sll1333,unknown protein,952056,1198,100,690,0,1066,1019,4480,543,1153,0,854.5
Chr,TU3457,ga,,1,sll1336,sll1336,hypothetical protein,952061,5321,834,2876,19,3268,6839,3651,2698,1051,540,2787
Chr,TU3455,ga,,1,sll1338,sll1338,unknown protein,952148,109197,81617,111249,21212,105131,123042,168757,198674,110097,91641,109647
Chr,TU3453,ga,,1,sll1340,sll1340,hypothetical protein,952062,4410,534,2320,37,2850,1906,7077,1067,2368,1081,2113
Chr,TU3440,ga,,1,sll1344,sll1344,unknown protein,954813,767,167,518,56,321,235,678,213,104,270,252.5
Chr,TU1122,ga,,1,sll1350,sll1350,hypothetical protein,954187,1582,167,1150,19,1431,1248,2899,1300,836,360,1199
Chr,TU1117,i,,0,sll1352,sll1352,unknown protein ,954183,2013,2101,2838,10335,2186,2201,1318,2232,1099,3107,2193.5
Chr,TU1105,g,,1,sll1355,sll1355,hypothetical protein,954176,767,800,2819,19,900,718,1807,1164,1498,675,850
Chr,TU1100,g,,2,"sll1358, sll1359","sll1358, sll1359","putative oxalate decarboxylase, periplasmic protei n, unknown protein","954173, 954172",96,200,959,37,814,175,4781,3222,991,180,507
Chr,TU1099,i,,0,sll1359,sll1359,unknown protein ,954172,144,0,729,0,5,0,489,291,0,766,74.5
Chr,TU3487,g,,1,sll1365,sll1365,unknown protein,954904,1150,334,479,0,1431,1405,979,388,2368,225,729
Chr,TU3473,ga,,1,sll1367,sll1367,hypothetical protein,951998,863,267,173,150,686,700,376,970,433,90,404.5
Chr,TU1921,g,,2,"sll1372, sll1373","sll1372, sll1373","hypothetical protein, unknown protein","954999, 953085",1103,33,211,0,970,1019,301,621,1000,0,461
Chr,TU1915,ga,,1,sll1376,sll1376,bifunctional sterol desaturase.short chain dehydrogenase,955001,1486,0,77,0,391,314,226,97,522,0,161.5
